index,ph,soil_type,previous_crop,area_ha,weather,month,district
1085,7.75,alluvial,Pumpkin,3.56,584mm/26.6C,Jul,Buldhana
1086,6.46,red,Green Peas,3.84,1172mm/26.6C,Nov,Wardha
1087,6.86,loam,Carrot,0.71,797mm/24.2C,Jul,Sangli
1088,5.65,sandy,Ladyfinger,2.63,1072mm/33.3C,Feb,Aurangabad
1089,7.88,red,Bitter Gourd,4.11,778mm/27.3C,Feb,Buldhana
1090,5.83,sandy,Ridge Gourd,4.69,429mm/15.8C,Jun,Wardha
1091,7.75,red,Brinjal,2.66,486mm/28.7C,Jul,Akola
1092,6.95,loam,Cabbage,4.76,1190mm/25.7C,Mar,Satara
1093,6.84,black,Brinjal,2.77,1058mm/25.4C,Apr,Amravati
1094,6.58,loam,Cucumber,2.09,136mm/25.2C,Dec,Gondia
1095,5.82,black,Spinach,4.27,1165mm/34.9C,Mar,Pune
1096,5.68,black,Brinjal,2.57,844mm/15.8C,Jul,Solapur
1097,5.8,sandy,Carrot,2.47,1027mm/29.2C,Jul,Gondia
1098,5.7,alluvial,Cucumber,2.55,837mm/26.2C,Apr,Yavatmal
1099,7.3,loam,Ridge Gourd,4.26,828mm/22.8C,Jul,Parbhani
1100,6.15,red,Spring Onion,4.19,325mm/31.9C,May,Akola
1101,5.36,loam,Cucumber,2.14,988mm/27.7C,Jan,Pune
1102,7.82,sandy,Radish,1.8,1005mm/21.3C,Oct,Buldhana
1103,7.59,black,Cabbage,2.56,869mm/23.5C,Apr,Solapur
1104,7.7,sandy,Tomato,2.95,251mm/28.3C,Jul,Amravati
1105,7.89,clay,Coriander,1.34,1129mm/25.3C,Feb,Nashik
1106,5.67,clay,Beans,4.01,555mm/34.1C,Feb,Beed
1107,6.27,red,Beans,2.54,113mm/33.6C,Jan,Ahmednagar
1108,7.25,sandy,Spring Onion,1.8,895mm/25.9C,Feb,Ahmednagar
1109,7.08,red,Bitter Gourd,0.71,833mm/31.8C,Oct,Buldhana
1110,5.62,red,Green Peas,1.35,734mm/34.0C,Aug,Solapur
1111,7.4,clay,Brinjal,4.76,949mm/29.2C,Nov,Beed
1112,5.81,red,Green Peas,1.66,1149mm/19.0C,Aug,Amravati
1113,5.8,clay,Fenugreek Leaves,1.01,886mm/33.9C,Aug,Nanded
1114,6.65,black,Ladyfinger,2.41,1063mm/30.5C,Jan,Yavatmal
1115,6.8,sandy,Cucumber,1.67,555mm/29.7C,Jan,Gadchiroli
1116,6.77,red,Ridge Gourd,0.37,566mm/31.5C,Dec,Osmana bad
1117,5.45,clay,Ladyfinger,1.75,699mm/15.6C,Oct,Gondia
1118,7.57,loam,Brinjal,2.81,856mm/32.2C,Apr,Wardha
1119,5.92,red,Carrot,2.85,288mm/30.0C,Jun,Satara
1120,5.55,alluvial,Green Chilies,1.91,756mm/17.1C,Aug,Osmana bad
1121,7.6,black,Ridge Gourd,2.35,743mm/29.8C,Feb,Chandrapur
1122,7.78,black,Pumpkin,4.83,230mm/15.9C,Mar,Satara
1123,7.53,loam,Bottle Gourd,2.01,934mm/29.9C,Jun,Gondia
1124,7.39,clay,Spring Onion,1.44,449mm/30.0C,Oct,Beed
1125,6.97,red,Fenugreek Leaves,1.37,905mm/29.7C,Apr,Gondia
1126,6.69,clay,Brinjal,2.4,456mm/23.0C,Dec,Nashik
1127,5.43,black,Radish,3.85,1108mm/31.0C,Feb,Nanded
1128,6.3,clay,Green Peas,1.19,834mm/27.2C,Jul,Jalgaon
1129,6.21,black,Ridge Gourd,3.6,719mm/15.7C,Apr,Sangli
1130,5.9,clay,Brinjal,0.3,901mm/27.0C,Aug,Pune
1131,7.15,loam,Cauliflower,2.21,439mm/25.3C,Aug,Pune
1132,6.54,sandy,Bottle Gourd,3.92,1160mm/16.7C,Jul,Parbhani
1133,5.42,loam,Beetroot,1.83,998mm/25.4C,Oct,Beed
1134,5.79,loam,Brinjal,2.91,199mm/25.5C,Sep,Gondia
1135,7.04,sandy,Bitter Gourd,1.18,178mm/17.5C,Apr,Pune
1136,5.41,sandy,Carrot,3.76,593mm/33.6C,Jul,Chandrapur
1137,7.5,red,Tomato,0.45,444mm/31.2C,Oct,Parbhani
1138,6.54,red,Fenugreek Leaves,4.29,660mm/24.9C,Oct,Amravati
1139,6.5,loam,Ridge Gourd,1.15,907mm/33.9C,Dec,Buldhana
1140,6.8,loam,Ridge Gourd,4.4,1196mm/31.1C,Jan,Nagpur
1141,7.43,black,Coriander,1.89,1022mm/24.2C,Apr,Yavatmal
1142,6.14,black,Radish,3.67,400mm/27.5C,Feb,Akola
1143,7.03,red,Coriander,1.73,935mm/27.1C,Sep,Aurangabad
1144,6.73,alluvial,Pumpkin,4.55,482mm/27.9C,May,Satara
1145,5.92,alluvial,Ridge Gourd,0.81,332mm/24.4C,Mar,Nagpur
1146,7.57,red,Spring Onion,1.06,239mm/22.9C,Apr,Jalgaon
1147,7.35,black,Bottle Gourd,2.57,284mm/29.4C,Jun,Buldhana
1148,6.98,black,Bitter Gourd,0.59,937mm/29.2C,Oct,Sangli
1149,7.5,alluvial,Ridge Gourd,1.14,800mm/19.9C,Jan,Nagpur
1150,7.54,clay,Carrot,4.73,212mm/28.8C,Jul,Amravati
1151,7.11,clay,Cucumber,4.89,509mm/20.4C,Aug,Latur
1152,7.46,black,Cabbage,2.01,491mm/26.0C,Jul,Sangli
1153,7.08,clay,Bitter Gourd,4.63,1130mm/27.3C,Jul,Nagpur
1154,7.04,sandy,Spring Onion,2.82,1163mm/25.7C,Sep,Osmana bad
1155,6.87,red,Cucumber,1.49,953mm/34.2C,Apr,Wardha
1156,7.23,red,Cabbage,3.57,449mm/18.4C,Jul,Amravati
1157,5.63,black,Green Peas,3.36,978mm/23.4C,Sep,Beed
1158,7.58,loam,Radish,4.95,952mm/16.3C,May,Amravati
1159,7.55,alluvial,Beetroot,1.47,849mm/25.9C,Feb,Latur
1160,5.28,black,Radish,3.43,1017mm/24.9C,May,Yavatmal
1161,7.43,clay,Cauliflower,0.45,633mm/31.4C,Apr,Nanded
1162,5.55,alluvial,Cabbage,0.75,1171mm/18.4C,Aug,Ahmednagar
1163,6.1,loam,Cabbage,0.22,638mm/27.1C,May,Akola
1164,7.21,clay,Green Peas,5.0,884mm/26.1C,Sep,Yavatmal
1165,5.63,sandy,Pumpkin,4.05,481mm/33.7C,Sep,Chandrapur
1166,7.41,clay,Beetroot,3.98,285mm/22.4C,Mar,Yavatmal
1167,7.45,sandy,Cucumber,2.65,946mm/31.4C,Oct,Pune
1168,6.57,alluvial,Spring Onion,1.64,458mm/18.4C,Jun,Nashik
1169,5.22,sandy,Tomato,0.93,144mm/17.6C,Jun,Buldhana
1170,5.98,alluvial,Tomato,1.57,1127mm/15.6C,Apr,Chandrapur
1171,6.87,alluvial,Ladyfinger,2.0,570mm/27.4C,Nov,Latur
1172,7.85,alluvial,Spinach,3.83,1123mm/19.0C,Oct,Gondia
1173,6.91,alluvial,Fenugreek Leaves,2.79,990mm/31.0C,Mar,Kolhapur
1174,5.9,alluvial,Radish,0.57,215mm/15.2C,Jan,Buldhana
1175,6.91,clay,Fenugreek Leaves,0.29,594mm/23.6C,Dec,Nanded
1176,6.66,alluvial,Brinjal,0.69,952mm/17.3C,Jul,Jalgaon
1177,7.31,clay,Fenugreek Leaves,2.17,288mm/28.4C,May,Buldhana
1178,5.49,alluvial,Tomato,4.68,728mm/29.4C,Oct,Latur
1179,7.25,sandy,Green Peas,3.26,706mm/19.5C,Jul,Osmana bad
1180,6.66,alluvial,Beetroot,4.05,848mm/31.3C,Jan,Sangli
1181,7.8,loam,Cauliflower,2.44,126mm/24.4C,Aug,Parbhani
1182,6.12,alluvial,Coriander,1.94,601mm/31.2C,Mar,Solapur
1183,6.91,alluvial,Beans,0.72,213mm/16.9C,Jul,Kolhapur
1184,7.72,sandy,Carrot,4.4,515mm/18.1C,Dec,Osmana bad
1185,5.48,red,Fenugreek Leaves,3.96,765mm/26.4C,Mar,Latur
1186,7.73,sandy,Beetroot,1.01,430mm/32.5C,Mar,Satara
1187,7.06,loam,Spring Onion,2.66,883mm/27.0C,Oct,Gadchiroli
1188,5.38,red,Brinjal,2.54,797mm/33.7C,Sep,Chandrapur
1189,6.01,black,Ridge Gourd,3.2,580mm/18.2C,Feb,Akola
1190,7.11,black,Beetroot,4.74,1189mm/30.8C,Apr,Parbhani
1191,5.38,loam,Pumpkin,2.98,1029mm/33.2C,Jun,Sangli
1192,6.77,sandy,Coriander,2.79,568mm/30.9C,Mar,Latur
1193,6.13,clay,Bitter Gourd,0.44,975mm/23.0C,Dec,Akola
1194,6.88,loam,Fenugreek Leaves,0.5,367mm/26.9C,Oct,Latur
1195,5.32,red,Green Chilies,1.1,1077mm/25.7C,Oct,Sangli
1196,7.55,red,Radish,0.36,930mm/19.9C,Jul,Nashik
1197,7.83,alluvial,Green Peas,3.77,1029mm/17.5C,Jul,Wardha
1198,7.82,black,Pumpkin,3.67,569mm/26.8C,May,Beed
1199,7.22,red,Ridge Gourd,0.85,624mm/20.8C,Mar,Ahmednagar
1200,5.55,loam,Pumpkin,4.21,1011mm/33.0C,Feb,Ahmednagar
1201,7.25,red,Green Peas,0.94,738mm/25.0C,Apr,Buldhana
1202,5.27,loam,Cauliflower,1.65,90mm/32.8C,Apr,Buldhana
1203,5.26,clay,Fenugreek Leaves,1.4,475mm/20.1C,Nov,Hingoli
1204,6.07,alluvial,Brinjal,1.99,488mm/24.5C,Aug,Gadchiroli
1205,6.52,black,Spinach,1.42,1106mm/30.1C,Aug,Kolhapur
1206,7.28,red,Ladyfinger,2.55,786mm/29.7C,May,Jalgaon
1207,7.04,loam,Ladyfinger,2.16,698mm/18.1C,Jun,Gondia
1208,6.4,sandy,Fenugreek Leaves,4.94,867mm/17.0C,Aug,Nagpur
1209,5.94,black,Beetroot,0.47,746mm/28.8C,Jan,Nanded
1210,7.89,clay,Green Peas,0.88,961mm/28.9C,May,Parbhani
1211,6.35,loam,Tomato,0.45,114mm/25.3C,Apr,Chandrapur
1212,6.42,alluvial,Bottle Gourd,3.2,484mm/19.7C,Apr,Jalgaon
1213,5.64,alluvial,Cucumber,0.46,238mm/24.8C,Nov,Wardha
1214,7.35,clay,Cucumber,4.21,628mm/19.0C,Feb,Osmana bad
1215,7.07,clay,Ladyfinger,2.66,1064mm/31.7C,Oct,Chandrapur
1216,5.8,alluvial,Beans,2.73,358mm/20.0C,Jan,Buldhana
1217,5.42,red,Carrot,2.9,510mm/31.1C,Jun,Chandrapur
1218,7.04,red,Green Chilies,1.02,1193mm/19.8C,Jul,Osmana bad
1219,6.97,loam,Beetroot,1.15,439mm/17.6C,May,Amravati
1220,5.94,sandy,Green Chilies,1.73,1118mm/23.7C,Aug,Jalgaon
1221,7.77,loam,Cabbage,3.05,857mm/27.7C,Sep,Nanded
1222,5.61,sandy,Tomato,1.21,1055mm/30.3C,Nov,Yavatmal
1223,6.37,clay,Cabbage,0.76,802mm/20.9C,Nov,Gadchiroli
1224,7.75,black,Green Chilies,4.86,404mm/17.9C,Feb,Osmana bad
1225,6.33,loam,Ladyfinger,0.31,1153mm/21.2C,Nov,Kolhapur
1226,6.92,loam,Green Peas,4.05,148mm/30.2C,Apr,Gadchiroli
1227,6.27,sandy,Cauliflower,3.98,95mm/22.6C,Nov,Parbhani
1228,5.94,clay,Ladyfinger,1.63,948mm/31.2C,Sep,Latur
1229,7.86,clay,Tomato,0.85,211mm/20.8C,May,Satara
1230,6.31,sandy,Brinjal,0.9,352mm/15.5C,Mar,Ahmednagar
1231,7.61,clay,Bitter Gourd,3.55,563mm/33.9C,Jun,Buldhana
1232,5.82,alluvial,Spinach,3.29,1151mm/31.9C,Mar,Parbhani
1233,5.78,red,Spring Onion,3.96,115mm/27.9C,May,Ahmednagar
1234,5.28,alluvial,Green Peas,4.7,1107mm/31.4C,Mar,Parbhani
1235,6.96,black,Ladyfinger,3.52,819mm/30.9C,Jun,Buldhana
1236,6.2,loam,Beetroot,0.95,476mm/26.0C,Dec,Parbhani
1237,7.53,black,Coriander,1.37,545mm/26.5C,Oct,Sangli
1238,6.48,loam,Green Peas,4.24,926mm/28.4C,May,Wardha
1239,7.81,red,Brinjal,1.2,148mm/32.5C,Sep,Gondia
1240,5.7,clay,Beetroot,0.55,146mm/33.9C,Mar,Nagpur
1241,7.55,alluvial,Ladyfinger,3.58,563mm/15.5C,Jun,Hingoli
1242,7.3,sandy,Cucumber,2.13,228mm/31.9C,Aug,Hingoli
1243,7.28,alluvial,Green Chilies,4.62,663mm/16.3C,Jul,Satara
1244,7.48,red,Tomato,3.32,781mm/17.8C,Jun,Hingoli
1245,7.25,black,Ladyfinger,0.63,361mm/24.9C,Feb,Aurangabad
1246,6.89,sandy,Brinjal,4.75,608mm/22.9C,Jul,Ahmednagar
1247,5.55,clay,Fenugreek Leaves,1.44,659mm/20.3C,Aug,Ahmednagar
1248,5.29,red,Beetroot,1.82,373mm/29.3C,Jan,Gondia
1249,7.69,sandy,Fenugreek Leaves,2.13,592mm/22.4C,Sep,Parbhani
1250,6.86,red,Radish,0.45,999mm/17.0C,Apr,Parbhani
1251,7.35,red,Spinach,2.58,1031mm/30.7C,Aug,Amravati
1252,6.5,clay,Spinach,0.79,1111mm/28.0C,Oct,Solapur
1253,5.52,loam,Ladyfinger,2.12,618mm/20.0C,Jul,Buldhana
1254,5.54,sandy,Cucumber,1.88,1194mm/32.7C,Oct,Osmana bad
1255,7.05,clay,Cabbage,3.91,1108mm/23.6C,Jul,Amravati
1256,6.36,red,Pumpkin,4.06,672mm/34.5C,Feb,Latur
1257,5.74,clay,Ridge Gourd,0.94,194mm/19.2C,Jan,Nanded
1258,6.53,loam,Green Peas,1.96,286mm/28.9C,Apr,Chandrapur
1259,5.37,alluvial,Carrot,1.99,191mm/33.1C,Dec,Ahmednagar
1260,6.77,sandy,Radish,0.93,264mm/22.4C,Feb,Sangli
1261,5.93,loam,Cauliflower,4.03,300mm/27.7C,Aug,Buldhana
1262,7.35,black,Bottle Gourd,3.59,1173mm/21.2C,Oct,Akola
1263,6.04,sandy,Green Chilies,1.11,701mm/21.9C,Jul,Gondia
1264,6.43,loam,Green Chilies,1.96,647mm/25.8C,Aug,Satara
1265,5.23,red,Cabbage,0.71,680mm/24.4C,Nov,Akola
1266,5.4,sandy,Cabbage,3.22,210mm/16.2C,Jun,Kolhapur
1267,6.26,sandy,Green Peas,0.78,250mm/27.1C,Jan,Yavatmal
1268,6.5,clay,Bitter Gourd,4.93,1071mm/32.3C,Dec,Chandrapur
1269,6.82,red,Green Peas,3.95,325mm/32.1C,Sep,Jalgaon
1270,5.99,black,Bitter Gourd,2.07,447mm/26.2C,Jun,Nagpur
1271,7.08,alluvial,Coriander,2.98,695mm/32.5C,Dec,Nanded
1272,7.52,loam,Carrot,4.57,521mm/25.3C,Oct,Nanded
1273,7.31,clay,Cabbage,2.86,778mm/18.3C,Jan,Nashik
1274,5.31,loam,Bitter Gourd,1.04,855mm/29.7C,Jan,Jalgaon
1275,6.5,black,Coriander,2.02,1002mm/17.3C,Aug,Solapur
1276,5.48,black,Cucumber,4.25,104mm/23.4C,Jun,Buldhana
1277,5.85,sandy,Ladyfinger,3.29,843mm/16.4C,Aug,Amravati
1278,7.86,black,Bitter Gourd,3.32,513mm/25.6C,Aug,Pune
1279,5.58,loam,Cucumber,4.36,989mm/19.9C,Nov,Sangli
1280,6.55,red,Bottle Gourd,4.49,185mm/26.6C,Aug,Gadchiroli
1281,6.87,red,Carrot,4.62,247mm/32.3C,Oct,Jalgaon
1282,7.1,sandy,Coriander,0.66,183mm/32.5C,Jul,Akola
1283,6.71,alluvial,Beans,2.81,599mm/24.9C,Jul,Gondia
1284,5.23,loam,Beans,3.75,1146mm/28.1C,Oct,Hingoli
1285,6.08,loam,Spring Onion,3.83,828mm/21.0C,Apr,Ahmednagar
1286,6.6,black,Bitter Gourd,3.11,128mm/18.6C,Sep,Gadchiroli
1287,5.44,loam,Fenugreek Leaves,1.0,582mm/29.3C,Dec,Pune
1288,6.15,clay,Carrot,4.03,1065mm/15.9C,Feb,Gondia
1289,5.29,alluvial,Coriander,3.66,146mm/28.3C,Nov,Aurangabad
1290,5.41,black,Bottle Gourd,0.61,1046mm/16.4C,Sep,Nashik
1291,6.27,clay,Beans,2.43,692mm/29.4C,Oct,Amravati
1292,5.56,sandy,Pumpkin,1.04,776mm/29.5C,Mar,Nagpur
1293,6.73,red,Bottle Gourd,1.82,438mm/15.2C,Feb,Wardha
1294,7.06,sandy,Coriander,0.29,1029mm/24.2C,Apr,Chandrapur
1295,7.36,red,Pumpkin,2.12,1191mm/25.5C,May,Nanded
1296,5.74,sandy,Cauliflower,2.84,802mm/28.7C,Feb,Gadchiroli
1297,5.65,loam,Ridge Gourd,3.17,850mm/26.2C,Jan,Satara
1298,5.48,clay,Bottle Gourd,3.38,160mm/21.2C,Oct,Buldhana
1299,6.92,red,Green Peas,4.21,549mm/16.9C,Nov,Ahmednagar
1300,7.11,black,Bitter Gourd,1.23,389mm/28.4C,May,Nanded
1301,5.29,clay,Green Peas,0.78,1081mm/21.1C,Sep,Chandrapur
1302,7.73,black,Cucumber,4.29,348mm/27.0C,Dec,Nagpur
1303,5.34,clay,Spinach,0.95,95mm/17.8C,Dec,Buldhana
1304,6.66,clay,Cauliflower,4.88,892mm/15.2C,May,Chandrapur
1305,7.11,sandy,Radish,4.24,561mm/26.7C,Dec,Parbhani
1306,7.55,red,Green Chilies,2.6,348mm/34.0C,Nov,Nashik
1307,7.13,red,Ladyfinger,4.91,395mm/20.7C,Oct,Latur
1308,7.36,clay,Tomato,0.67,1087mm/23.6C,Sep,Jalgaon
1309,6.12,loam,Cabbage,1.65,468mm/31.5C,Dec,Gadchiroli
1310,7.4,loam,Brinjal,3.26,1078mm/22.1C,Oct,Jalgaon
1311,5.42,black,Pumpkin,1.88,776mm/20.8C,Jun,Nashik
1312,7.62,black,Ridge Gourd,4.66,800mm/20.3C,Mar,Pune
1313,6.68,sandy,Beans,0.52,421mm/29.5C,Apr,Chandrapur
1314,7.41,clay,Radish,2.84,383mm/18.3C,Apr,Pune
1315,6.42,black,Beetroot,3.04,895mm/24.1C,Jan,Nagpur
1316,6.94,black,Ladyfinger,3.33,1109mm/17.1C,Mar,Wardha
1317,6.62,alluvial,Radish,1.43,925mm/16.4C,Mar,Osmana bad
1318,7.18,clay,Ridge Gourd,1.95,461mm/24.5C,Jan,Latur
1319,5.42,sandy,Pumpkin,4.25,382mm/27.0C,Sep,Aurangabad
1320,5.36,black,Ridge Gourd,1.14,239mm/29.3C,Nov,Aurangabad
1321,5.87,sandy,Cauliflower,4.17,260mm/18.0C,Jan,Hingoli
1322,5.63,red,Fenugreek Leaves,2.9,456mm/24.0C,Sep,Sangli
1323,7.55,sandy,Brinjal,3.86,95mm/18.8C,Jan,Solapur
1324,5.79,loam,Cucumber,3.63,332mm/20.1C,Feb,Akola
1325,7.83,loam,Bitter Gourd,1.2,110mm/32.4C,Feb,Yavatmal
1326,6.11,sandy,Green Chilies,2.93,368mm/21.8C,Jun,Nashik
1327,5.69,loam,Brinjal,4.37,627mm/29.7C,Jul,Chandrapur
1328,7.33,red,Beetroot,2.27,937mm/31.3C,Nov,Chandrapur
1329,6.98,clay,Bottle Gourd,4.84,600mm/29.3C,Jan,Latur
1330,6.55,loam,Brinjal,2.37,83mm/20.6C,Mar,Osmana bad
1331,6.7,loam,Ridge Gourd,0.89,95mm/24.3C,Feb,Gadchiroli
1332,7.14,sandy,Beetroot,2.07,1035mm/33.4C,Aug,Akola
1333,5.82,red,Carrot,4.77,342mm/32.6C,Sep,Nashik
1334,7.89,clay,Bitter Gourd,1.73,344mm/22.5C,Feb,Beed
1335,7.83,sandy,Cauliflower,4.37,457mm/17.2C,Feb,Latur
1336,6.96,sandy,Beans,4.43,555mm/27.3C,Oct,Akola
1337,5.74,alluvial,Spring Onion,1.88,517mm/27.5C,Sep,Satara
1338,7.04,red,Tomato,0.6,95mm/25.1C,Apr,Sangli
1339,5.39,clay,Fenugreek Leaves,3.68,947mm/25.0C,May,Buldhana
1340,5.28,red,Ridge Gourd,1.7,1063mm/29.2C,Nov,Gondia
1341,5.9,clay,Spinach,3.96,85mm/31.6C,Sep,Nashik
1342,6.45,red,Pumpkin,2.32,886mm/19.2C,Jun,Aurangabad
1343,7.54,sandy,Coriander,2.53,698mm/34.1C,Oct,Hingoli
1344,7.16,sandy,Beans,3.93,484mm/27.3C,Dec,Parbhani
1345,7.21,black,Cucumber,2.04,673mm/34.0C,Sep,Gondia
1346,6.35,loam,Pumpkin,2.33,91mm/25.9C,Sep,Sangli
1347,6.13,alluvial,Pumpkin,2.01,957mm/24.3C,Jul,Jalgaon
1348,6.2,red,Green Peas,1.96,157mm/27.2C,Dec,Wardha
1349,7.87,alluvial,Bottle Gourd,2.72,693mm/26.8C,Oct,Solapur
1350,5.31,black,Bottle Gourd,4.08,891mm/25.9C,Sep,Akola
1351,7.54,loam,Green Chilies,1.94,1180mm/17.8C,May,Gadchiroli
1352,6.76,red,Spring Onion,2.72,161mm/29.0C,May,Chandrapur
1353,6.38,clay,Beetroot,3.42,288mm/19.4C,Dec,Kolhapur
1354,7.16,loam,Bitter Gourd,1.49,601mm/27.8C,Aug,Latur
1355,6.51,sandy,Beetroot,1.53,1073mm/25.6C,Oct,Yavatmal
1356,7.56,black,Spinach,4.68,707mm/21.4C,Apr,Beed
1357,7.63,loam,Cabbage,3.67,638mm/33.8C,Sep,Solapur
1358,6.34,loam,Bottle Gourd,2.97,170mm/20.7C,Jul,Jalgaon
1359,5.95,sandy,Beetroot,3.31,939mm/24.3C,Jul,Chandrapur
1360,6.8,red,Bitter Gourd,0.34,635mm/16.9C,Mar,Yavatmal
1361,7.66,clay,Ladyfinger,3.17,904mm/34.0C,Apr,Beed
1362,5.77,sandy,Bitter Gourd,2.65,1062mm/34.3C,Jul,Gadchiroli
1363,6.88,clay,Bottle Gourd,2.82,572mm/19.5C,Nov,Parbhani
1364,6.91,red,Beetroot,1.93,154mm/23.4C,Nov,Yavatmal
1365,7.18,loam,Bitter Gourd,0.59,450mm/27.1C,May,Nagpur
1366,5.56,clay,Brinjal,1.13,669mm/30.5C,Dec,Nanded
1367,7.13,black,Carrot,4.76,383mm/26.9C,Mar,Pune
1368,7.65,black,Coriander,2.16,1058mm/19.2C,Jan,Nanded
1369,5.69,sandy,Green Peas,2.44,454mm/30.7C,Jul,Latur
1370,5.84,red,Ridge Gourd,0.45,267mm/17.1C,Jun,Gondia
1371,7.82,sandy,Ridge Gourd,0.38,1189mm/24.0C,Oct,Pune
1372,5.69,sandy,Bottle Gourd,3.64,923mm/34.1C,Jul,Ahmednagar
1373,7.51,alluvial,Ladyfinger,2.78,1150mm/29.1C,Feb,Solapur
1374,6.53,sandy,Cauliflower,2.64,554mm/29.7C,Dec,Amravati
1375,5.87,alluvial,Tomato,1.37,1169mm/20.0C,Apr,Sangli
1376,7.55,black,Carrot,3.77,505mm/20.5C,Feb,Solapur
1377,6.4,black,Brinjal,1.01,212mm/30.7C,Aug,Amravati
1378,6.59,sandy,Carrot,1.11,393mm/31.7C,Jul,Nashik
1379,6.17,black,Beetroot,2.41,1088mm/28.8C,Jan,Akola
1380,6.8,red,Ladyfinger,1.57,740mm/28.2C,Feb,Kolhapur
1381,5.64,alluvial,Tomato,1.39,827mm/15.2C,Feb,Chandrapur
1382,6.26,alluvial,Carrot,3.3,489mm/32.8C,Apr,Yavatmal
1383,7.82,sandy,Spring Onion,3.32,759mm/24.8C,Mar,Pune
1384,5.9,black,Radish,4.16,193mm/32.4C,Jan,Aurangabad
1385,6.97,clay,Green Chilies,2.21,1158mm/16.2C,Dec,Nanded
1386,6.08,alluvial,Coriander,0.55,763mm/22.6C,Feb,Beed
1387,7.29,sandy,Spinach,1.51,225mm/18.2C,Nov,Chandrapur
1388,5.55,sandy,Coriander,4.9,1113mm/18.1C,Sep,Sangli
1389,7.82,red,Beans,3.06,914mm/17.9C,Jan,Satara
1390,6.43,loam,Pumpkin,3.61,292mm/18.1C,Sep,Satara
1391,5.84,loam,Cucumber,0.24,106mm/23.1C,Jul,Kolhapur
1392,5.4,alluvial,Bottle Gourd,2.69,869mm/30.3C,Feb,Parbhani
1393,5.66,red,Pumpkin,0.38,153mm/23.9C,Feb,Pune
1394,6.6,red,Pumpkin,2.93,865mm/22.9C,May,Buldhana
1395,6.11,red,Coriander,4.62,316mm/18.1C,May,Yavatmal
1396,7.44,alluvial,Bottle Gourd,4.85,457mm/16.3C,Apr,Ahmednagar
1397,6.36,loam,Ridge Gourd,2.79,985mm/19.8C,Dec,Latur
1398,5.87,red,Beans,2.4,732mm/33.2C,Oct,Jalgaon
1399,6.87,black,Ladyfinger,4.74,275mm/30.4C,Oct,Gondia
1400,7.11,sandy,Beans,3.43,972mm/19.6C,Dec,Satara
1401,5.65,sandy,Cauliflower,0.51,1164mm/22.2C,Mar,Nashik
1402,5.65,clay,Tomato,2.44,926mm/31.3C,Apr,Gadchiroli
1403,5.3,clay,Cucumber,1.35,643mm/19.1C,Oct,Gadchiroli
1404,7.19,alluvial,Carrot,2.46,1097mm/32.2C,Apr,Wardha
1405,6.99,alluvial,Brinjal,2.39,1148mm/19.9C,Feb,Parbhani
1406,6.48,sandy,Brinjal,2.99,875mm/24.0C,May,Parbhani
1407,7.48,black,Bottle Gourd,1.91,1130mm/34.7C,May,Buldhana
1408,7.38,loam,Brinjal,0.99,928mm/29.1C,May,Solapur
1409,6.78,loam,Beetroot,2.62,1165mm/33.8C,Nov,Aurangabad
1410,7.54,alluvial,Bitter Gourd,4.18,712mm/33.4C,Nov,Gondia
1411,5.76,black,Tomato,3.39,685mm/16.4C,Oct,Sangli
1412,5.5,alluvial,Green Peas,1.82,604mm/22.7C,Jan,Gadchiroli
1413,5.93,loam,Bottle Gourd,4.69,242mm/31.1C,Jun,Akola
1414,5.35,alluvial,Ladyfinger,4.58,1061mm/19.7C,Nov,Hingoli
1415,6.63,red,Beetroot,1.2,252mm/34.1C,Feb,Aurangabad
1416,7.73,alluvial,Carrot,0.39,143mm/28.9C,Jul,Osmana bad
1417,5.31,sandy,Bitter Gourd,3.76,1054mm/20.9C,Apr,Sangli
1418,5.53,alluvial,Beans,4.17,537mm/19.0C,May,Gondia
1419,6.42,sandy,Carrot,4.85,1058mm/31.1C,May,Yavatmal
1420,7.72,black,Cabbage,4.47,359mm/18.9C,May,Buldhana
1421,6.05,loam,Green Peas,3.08,375mm/21.4C,Feb,Buldhana
1422,6.57,clay,Beetroot,2.74,763mm/25.2C,May,Ahmednagar
1423,5.31,clay,Pumpkin,0.33,454mm/30.6C,Mar,Beed
1424,5.6,loam,Spring Onion,1.38,108mm/26.8C,Apr,Satara
1425,7.86,clay,Cucumber,2.41,132mm/25.6C,Feb,Gondia
1426,7.81,alluvial,Cauliflower,3.22,155mm/20.0C,Apr,Amravati
1427,5.21,black,Bottle Gourd,2.87,196mm/33.4C,Sep,Osmana bad
1428,7.77,black,Beans,3.76,825mm/33.0C,Aug,Amravati
1429,6.93,loam,Pumpkin,1.54,374mm/27.8C,Nov,Osmana bad
1430,7.54,clay,Bottle Gourd,2.91,1124mm/23.0C,Dec,Yavatmal
1431,6.43,alluvial,Bottle Gourd,0.62,1139mm/20.3C,Mar,Aurangabad
1432,6.59,black,Radish,2.19,576mm/29.9C,Jan,Buldhana
1433,6.52,black,Spring Onion,3.8,123mm/19.4C,Jan,Nagpur
1434,7.0,red,Green Chilies,3.53,684mm/26.6C,Jun,Nagpur
1435,5.58,red,Radish,4.96,533mm/29.0C,Mar,Latur
1436,5.28,black,Cauliflower,1.53,586mm/18.2C,Apr,Nashik
1437,6.03,loam,Spinach,2.59,100mm/23.5C,Jan,Satara
